Olympiad_Participation,Scholarship,Fav_sub,Projects,Grasp_pow,Time_sprt,Career_sprt,Act_sprt,Fant_arts,Won_arts,Time_art,Predicted Hobby
No,No,Science,No,5,4,Yes,Yes,No,No,3,Sports
No,No,Science,No,4,6,Yes,Yes,No,No,2,Sports
No,No,Science,No,4,3,Yes,Yes,No,Maybe,2,Sports
No,No,Science,No,3,5,Yes,Yes,No,No,3,Sports
No,No,Any language,No,4,5,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,3,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,2,Sports
No,No,Science,No,3,5,Yes,Yes,No,No,1,Sports
No,No,Any language,No,3,3,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,1,Sports
No,No,Science,No,4,3,Yes,Yes,No,No,3,Sports
No,No,Science,No,3,3,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,3,3,Yes,Yes,No,No,3,Sports
No,No,Any language,No,4,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,3,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,3,3,Yes,Yes,No,No,4,Sports
No,No,Mathematics,No,3,3,Yes,Yes,No,No,2,Sports
No,No,Science,No,3,3,Yes,Yes,No,No,1,Sports
No,No,Science,No,3,4,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,5,4,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,1,Sports
No,No,History/Geography,No,4,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,Yes,5,3,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,4,3,Yes,Yes,No,No,2,Sports
No,No,Science,Yes,4,6,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,5,3,Yes,Yes,No,No,3,Sports
No,No,Any language,Yes,3,3,Yes,Yes,No,No,2,Sports
No,No,Science,Yes,4,3,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,3,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,Yes,4,4,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,5,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,3,3,Yes,Yes,No,No,4,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,2,Sports
No,No,Any language,Yes,4,3,Yes,Yes,No,No,2,Sports
No,No,Science,No,3,3,Yes,Yes,No,No,1,Sports
No,No,Science,Yes,4,3,Yes,Yes,No,No,2,Sports
No,No,Mathematics,Yes,4,4,Yes,Yes,No,No,4,Sports
No,No,Any language,Yes,5,3,Yes,Yes,No,No,1,Sports
No,No,History/Geography,No,4,3,No,Yes,No,No,1,Sports
No,No,Science,Yes,3,3,Yes,Yes,No,No,3,Sports
No,No,Science,No,4,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,5,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,Yes,4,3,Yes,Yes,No,No,2,Sports
No,No,Science,Yes,3,3,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,4,3,Yes,Yes,No,No,2,Sports
No,No,Any language,Yes,5,3,Yes,Yes,No,No,1,Sports
No,No,History/Geography,No,3,3,Yes,Yes,No,No,1,Sports
No,No,Science,Yes,3,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,3,4,Yes,Yes,No,No,1,Sports
No,No,Mathematics,Yes,5,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,3,Sports
No,No,Any language,Yes,3,5,Yes,Yes,No,No,1,Sports
No,No,Mathematics,Yes,6,6,Yes,Yes,No,No,4,Sports
No,No,Science,Yes,3,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,Yes,2,4,Yes,Yes,No,No,3,Sports
No,No,Science,No,4,3,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,4,3,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,2,3,Yes,Yes,No,No,2,Sports
No,No,Science,No,4,3,Yes,Yes,No,No,2,Sports
No,No,Mathematics,Yes,4,3,Yes,Yes,No,No,3,Sports
No,No,Science,No,5,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,Yes,5,5,Yes,Yes,No,No,1,Sports
No,No,Science,Yes,3,6,Yes,Yes,No,No,3,Sports
No,No,Any language,Yes,3,3,Yes,Yes,No,No,3,Sports
No,No,Science,Yes,4,4,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,2,4,Yes,Yes,No,No,2,Sports
Yes,No,Science,Yes,4,3,Yes,Yes,No,No,1,Sports
No,Yes,Mathematics,Yes,5,4,Yes,Yes,No,No,2,Sports
No,No,Science,Yes,4,4,Yes,Yes,No,No,3,Sports
Yes,Yes,Science,No,4,6,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,3,3,Yes,Yes,No,No,3,Sports
No,Yes,Science,Yes,4,3,Yes,Yes,No,Maybe,2,Sports
Yes,No,Mathematics,Yes,5,6,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,Yes,2,3,Yes,Yes,No,No,2,Sports
Yes,No,Science,No,3,4,Yes,Yes,No,No,3,Sports
No,Yes,Any language,Yes,2,3,Yes,Yes,No,Maybe,2,Sports
No,No,Any language,No,3,6,Yes,Yes,No,No,3,Sports
No,Yes,Any language,Yes,3,3,Yes,Yes,No,Maybe,3,Sports
Yes,Yes,Any language,Yes,3,5,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,Yes,2,3,Yes,Yes,No,Maybe,2,Sports
Yes,Yes,Science,Yes,2,3,Yes,Yes,No,No,3,Sports
Yes,No,History/Geography,No,4,3,Yes,Yes,No,No,3,Sports
Yes,No,Science,Yes,3,3,Yes,Yes,No,No,1,Sports
No,Yes,Science,No,3,3,No,Yes,No,No,2,Sports
Yes,No,History/Geography,Yes,3,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,Yes,2,3,Yes,Yes,No,Maybe,3,Sports
No,No,History/Geography,No,3,3,Yes,Yes,No,No,4,Sports
Yes,No,Mathematics,Yes,3,3,Yes,Yes,No,No,1,Sports
No,No,Science,Yes,4,3,No,Yes,No,No,3,Sports
No,Yes,Science,No,3,3,Yes,Yes,No,No,2,Sports
No,No,Science,Yes,4,3,Yes,Yes,No,No,1,Sports
No,Yes,Mathematics,Yes,5,4,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,2,6,Yes,Yes,No,No,3,Sports
No,Yes,Mathematics,Yes,3,3,Yes,Yes,No,Maybe,2,Sports
Yes,No,Any language,Yes,5,5,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,No,2,3,Yes,Yes,No,No,1,Sports
No,No,Any language,No,3,3,Yes,Yes,No,No,4,Sports
Yes,No,Science,Yes,4,2,Yes,Yes,No,Maybe,3,Sports
No,Yes,Mathematics,No,4,3,Yes,Yes,No,No,3,Sports
Yes,No,Science,Yes,4,5,Yes,Yes,No,No,1,Sports
No,Yes,Mathematics,Yes,3,6,Yes,Yes,No,No,4,Sports
Yes,Yes,Science,No,2,2,Yes,Yes,No,No,1,Sports
Yes,No,Any language,No,5,2,Yes,Yes,No,No,1,Sports
No,Yes,Science,No,4,2,Yes,Yes,No,Maybe,3,Sports
No,Yes,Science,No,5,3,Yes,Yes,No,Maybe,1,Sports
No,No,Science,Yes,4,4,Yes,Yes,No,No,2,Sports
Yes,No,Science,Yes,2,3,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,No,3,2,Yes,Yes,No,No,1,Sports
No,Yes,Science,No,1,2,Yes,Yes,No,No,3,Sports
Yes,No,Mathematics,No,3,2,Yes,Yes,No,No,2,Sports
No,No,Any language,Yes,2,3,Yes,Yes,No,No,1,Sports
No,Yes,Any language,Yes,5,2,Yes,Yes,No,No,2,Sports
No,Yes,Mathematics,Yes,3,2,Yes,Yes,No,Maybe,3,Sports
Yes,No,Science,Yes,4,3,Yes,Yes,No,No,1,Sports
No,Yes,Science,Yes,4,4,Yes,Yes,No,Maybe,3,Sports
Yes,No,Science,Yes,4,3,Yes,Yes,No,No,3,Sports
No,No,Science,Yes,2,3,Yes,Yes,No,Maybe,1,Sports
No,No,Science,No,3,2,Yes,Yes,No,No,1,Sports
No,No,Science,Yes,4,4,Yes,Yes,No,Maybe,1,Sports
No,No,Science,Yes,3,2,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,3,2,Yes,Yes,No,No,1,Sports
Yes,Yes,Any language,No,4,3,Yes,Yes,No,Maybe,1,Sports
Yes,Yes,Science,Yes,3,4,Yes,Yes,No,No,2,Sports
No,Yes,Science,No,5,4,Yes,Yes,No,Maybe,3,Sports
Yes,Yes,History/Geography,Yes,2,6,Yes,Yes,No,No,1,Sports
No,Yes,Any language,No,2,3,Yes,Yes,No,No,1,Sports
No,Yes,History/Geography,Yes,3,2,Yes,Yes,No,Maybe,2,Sports
No,No,Science,No,4,3,Yes,Yes,No,No,3,Sports
Yes,No,Mathematics,No,4,5,Yes,Yes,No,No,1,Sports
Yes,No,History/Geography,No,4,3,Yes,Yes,No,No,3,Sports
No,Yes,Mathematics,Yes,3,4,Yes,Yes,No,Maybe,1,Sports
No,No,Mathematics,No,2,6,Yes,Yes,No,No,3,Sports
Yes,No,Any language,Yes,4,5,Yes,Yes,No,No,1,Sports
Yes,No,Any language,No,4,2,Yes,Yes,No,No,1,Sports
Yes,No,Any language,No,4,3,Yes,Yes,No,Maybe,2,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,3,3,Yes,Yes,No,No,3,Sports
No,No,Science,Yes,3,5,Yes,Yes,No,No,2,Sports
Yes,Yes,Science,No,4,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,3,6,Yes,Yes,No,No,3,Sports
No,No,Science,Yes,3,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,Yes,2,4,Yes,Yes,No,Maybe,3,Sports
Yes,No,Mathematics,Yes,3,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,Yes,2,4,Yes,Yes,No,Maybe,3,Sports
No,No,Mathematics,Yes,3,6,Yes,Yes,No,No,4,Sports
Yes,No,Mathematics,No,3,2,Yes,Yes,No,No,3,Sports
No,Yes,Science,No,3,4,Yes,Yes,No,No,3,Sports
Yes,Yes,Any language,Yes,5,2,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,4,4,Yes,Yes,No,No,2,Sports
No,No,Any language,Yes,2,3,Yes,Yes,No,No,2,Sports
No,No,Any language,Yes,3,3,Yes,Yes,No,No,1,Sports
Yes,No,Any language,Yes,4,3,Yes,Yes,No,No,2,Sports
No,Yes,Mathematics,Yes,3,2,Yes,Yes,No,Maybe,2,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,No,No,2,Sports
Yes,Yes,Science,No,4,4,Yes,Yes,No,No,3,Sports
No,Yes,Mathematics,Yes,4,2,Yes,Yes,No,Maybe,2,Sports
Yes,Yes,Science,Yes,3,6,Yes,Yes,No,Yes,3,Sports
No,Yes,Any language,Yes,3,3,Yes,Yes,No,Yes,2,Sports
Yes,No,Science,Yes,3,3,Yes,Yes,No,Yes,3,Sports
No,Yes,Mathematics,Yes,2,4,Yes,Yes,No,Maybe,2,Sports
No,No,Mathematics,No,3,6,Yes,Yes,No,No,3,Sports
No,Yes,Mathematics,Yes,3,2,Yes,Yes,No,Maybe,4,Sports
Yes,No,Any language,Yes,5,5,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,3,3,Yes,Yes,No,Yes,2,Sports
Yes,No,History/Geography,Yes,3,3,Yes,Yes,No,Yes,3,Sports
No,No,Mathematics,Yes,2,4,Yes,Yes,No,Maybe,3,Sports
No,No,Mathematics,Yes,3,2,Yes,Yes,No,Maybe,1,Sports
No,Yes,Mathematics,No,2,3,Yes,Yes,No,No,1,Sports
Yes,No,History/Geography,Yes,5,5,Yes,Yes,No,No,1,Sports
Yes,No,Science,Yes,3,6,Yes,Yes,No,No,3,Sports
No,No,Mathematics,Yes,3,3,Yes,Yes,No,No,3,Sports
No,Yes,Science,Yes,5,6,Yes,Yes,No,Maybe,3,Sports
Yes,No,Mathematics,No,5,3,Yes,Yes,No,Maybe,2,Sports
No,No,Science,Yes,4,3,Yes,Yes,No,Maybe,3,Sports
Yes,Yes,Science,No,4,2,Yes,Yes,No,Yes,3,Sports
No,No,Mathematics,No,2,6,Yes,Yes,No,No,3,Sports
No,Yes,Mathematics,Yes,3,2,Yes,Yes,No,Maybe,2,Sports
Yes,No,Any language,Yes,5,5,Yes,Yes,No,No,1,Sports
No,No,Any language,No,3,3,Yes,Yes,No,No,4,Sports
No,No,Mathematics,Yes,2,4,Yes,Yes,No,Maybe,3,Sports
Yes,No,Science,Yes,4,2,Yes,Yes,No,Maybe,3,Sports
Yes,Yes,History/Geography,Yes,2,5,Yes,Yes,No,No,1,Sports
Yes,No,Science,Yes,4,5,Yes,Yes,No,No,1,Sports
No,No,Mathematics,Yes,3,3,Yes,Yes,No,Yes,2,Sports
Yes,No,Any language,No,5,2,Yes,Yes,No,Yes,1,Sports
No,Yes,Science,No,4,2,Yes,Yes,No,Maybe,3,Sports
Yes,No,Mathematics,Yes,5,5,Yes,No,No,No,1,Sports
No,No,Mathematics,No,3,6,Yes,Yes,No,Yes,4,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,5,2,Yes,Yes,No,Yes,1,Sports
No,Yes,Mathematics,Yes,4,2,Yes,Yes,No,Maybe,3,Sports
No,Yes,Science,Yes,5,3,Yes,No,No,Maybe,3,Sports
No,No,Mathematics,Yes,4,4,Yes,Yes,No,No,4,Sports
No,No,Mathematics,No,2,4,Yes,Yes,No,No,2,Sports
Yes,No,Science,Yes,4,3,Yes,Yes,No,No,1,Sports
No,Yes,Mathematics,Yes,5,4,Yes,Yes,No,Yes,2,Sports
No,No,Science,Yes,4,3,No,Yes,No,No,3,Sports
No,No,Mathematics,No,3,2,No,Yes,No,No,2,Sports
No,No,Mathematics,No,4,3,No,No,No,No,1,Sports
Yes,Yes,Mathematics,Yes,5,2,Yes,Yes,No,Yes,3,Sports
Yes,No,Science,Yes,3,3,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,No,4,3,Yes,Yes,No,No,2,Sports
No,No,Science,Yes,3,3,Yes,Yes,No,Yes,2,Sports
No,Yes,Science,Yes,4,3,Yes,Yes,No,Maybe,3,Sports
No,No,Mathematics,No,5,3,No,Yes,No,No,2,Sports
No,No,Science,Yes,3,2,Yes,Yes,No,No,2,Sports
Yes,No,Science,Yes,3,3,Yes,No,No,No,3,Sports
No,No,Science,Yes,4,3,Yes,Yes,No,Yes,1,Sports
No,No,Science,Yes,2,2,Yes,Yes,No,Yes,1,Sports
No,No,Science,Yes,5,3,Yes,Yes,No,Yes,2,Sports
Yes,No,Any language,No,3,3,Yes,Yes,No,Yes,2,Sports
Yes,No,Any language,Yes,2,3,Yes,Yes,No,Yes,2,Sports
No,No,Any language,Yes,4,3,Yes,No,No,Yes,2,Sports
Yes,No,Science,Yes,4,6,Yes,Yes,No,No,3,Sports
No,Yes,Mathematics,Yes,5,2,Yes,Yes,No,Yes,1,Sports
No,Yes,Mathematics,Yes,4,2,Yes,Yes,No,Maybe,4,Sports
No,No,Science,Yes,3,6,Yes,Yes,No,Yes,4,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,No,No,1,Sports
Yes,Yes,Science,No,4,3,Yes,No,No,No,3,Sports
No,No,Mathematics,No,3,6,Yes,Yes,No,No,3,Sports
No,Yes,Mathematics,Yes,4,2,Yes,Yes,No,Maybe,2,Sports
Yes,No,Mathematics,Yes,5,5,Yes,Yes,No,No,1,Sports
No,No,Science,Yes,3,6,Yes,Yes,No,Yes,4,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,3,3,Yes,Yes,Yes,Yes,2,Sports
No,No,Science,Yes,3,3,Yes,Yes,Yes,Yes,3,Sports
No,No,Mathematics,Yes,2,4,Yes,No,No,Maybe,3,Sports
No,No,Mathematics,Yes,3,2,Yes,Yes,Yes,Yes,2,Sports
Yes,No,History/Geography,No,3,2,Yes,Yes,Yes,No,1,Sports
Yes,Yes,Science,No,3,2,Yes,Yes,No,No,2,Sports
Yes,Yes,Any language,Yes,5,6,Yes,Yes,Yes,Yes,2,Sports
Yes,No,Mathematics,No,3,6,Yes,Yes,Yes,No,1,Sports
No,No,Mathematics,Yes,2,3,Yes,Yes,No,Yes,2,Sports
No,No,Science,Yes,5,3,Yes,No,Yes,No,1,Sports
Yes,No,Mathematics,No,2,6,Yes,Yes,No,No,3,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,Yes,No,1,Sports
No,No,Mathematics,Yes,1,6,Yes,Yes,Yes,No,1,Sports
Yes,No,Science,Yes,3,6,Yes,Yes,Yes,Maybe,3,Sports
No,No,Mathematics,Yes,2,6,Yes,Yes,No,Maybe,3,Sports
No,No,Mathematics,Yes,3,6,Yes,No,Yes,No,2,Sports
Yes,No,Science,Yes,4,3,Yes,Yes,No,No,1,Sports
No,No,Science,Yes,3,3,Yes,Yes,Yes,Yes,2,Sports
Yes,Yes,Mathematics,Yes,2,4,Yes,Yes,No,Maybe,3,Sports
No,Yes,Any language,Yes,3,3,Yes,Yes,No,Yes,2,Sports
No,Yes,Mathematics,Yes,2,4,Yes,Yes,No,Maybe,3,Sports
No,No,Mathematics,No,3,6,Yes,Yes,Yes,No,3,Sports
Yes,No,Mathematics,No,4,2,Yes,No,Yes,No,1,Sports
No,No,Any language,Yes,2,3,Yes,Yes,No,Yes,2,Sports
No,No,Mathematics,Yes,2,4,Yes,Yes,No,Maybe,3,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,Yes,Maybe,1,Sports
No,Yes,Mathematics,Yes,5,3,Yes,Yes,Yes,No,3,Sports
Yes,No,History/Geography,Yes,5,5,Yes,Yes,No,No,1,Sports
Yes,Yes,Science,Yes,3,3,Yes,Yes,Yes,No,2,Sports
Yes,No,Mathematics,No,3,2,Yes,Yes,Yes,Maybe,1,Sports
Yes,No,Any language,No,5,2,Yes,Yes,Yes,Yes,1,Sports
No,Yes,Any language,Yes,3,2,Yes,Yes,Yes,Yes,2,Sports
Yes,Yes,History/Geography,Yes,5,2,Yes,No,No,Maybe,3,Sports
No,Yes,Science,No,3,2,Yes,Yes,Yes,Maybe,1,Sports
No,Yes,Mathematics,Yes,5,2,Yes,Yes,No,Yes,4,Sports
No,No,Mathematics,No,2,2,Yes,Yes,Yes,No,2,Sports
No,No,Science,Yes,3,2,Yes,Yes,No,Maybe,2,Sports
No,No,Any language,Yes,4,3,Yes,Yes,Yes,Maybe,1,Sports
Yes,No,Mathematics,No,3,3,Yes,Yes,No,Maybe,1,Sports
Yes,Yes,Mathematics,Yes,5,4,Yes,Yes,Yes,Maybe,2,Sports
No,No,Mathematics,No,4,2,Yes,Yes,Yes,Maybe,3,Sports
Yes,No,Mathematics,Yes,5,5,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,Yes,No,1,Sports
Yes,No,Mathematics,Yes,3,3,Yes,No,No,Yes,2,Sports
No,Yes,Mathematics,Yes,5,2,Yes,Yes,Yes,Yes,1,Sports
No,No,Any language,No,5,2,Yes,Yes,Yes,Yes,1,Sports
No,Yes,Mathematics,Yes,4,4,Yes,Yes,Yes,No,4,Sports
No,No,Mathematics,No,3,4,Yes,Yes,Yes,No,2,Sports
Yes,No,Science,Yes,4,5,Yes,Yes,No,No,1,Sports
Yes,Yes,Mathematics,Yes,5,4,Yes,Yes,Yes,Yes,2,Sports
No,No,Mathematics,No,3,2,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,4,2,Yes,Yes,No,No,2,Sports
No,Yes,Mathematics,No,3,4,Yes,Yes,No,Maybe,1,Sports
No,No,Science,Yes,2,2,Yes,Yes,Yes,Maybe,1,Sports
Yes,Yes,Mathematics,Yes,5,5,Yes,Yes,Yes,Yes,1,Sports
Yes,No,Science,Yes,3,3,Yes,No,No,Maybe,1,Sports
No,Yes,Mathematics,Yes,2,1,Yes,Yes,Yes,Maybe,1,Sports
Yes,No,Science,Yes,3,5,Yes,Yes,No,Maybe,2,Sports
No,No,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,2,Sports
Yes,No,Mathematics,Yes,3,2,Yes,Yes,Yes,No,1,Sports
Yes,No,History/Geography,Yes,5,5,Yes,Yes,No,No,1,Sports
Yes,No,Science,Yes,3,6,Yes,Yes,Yes,No,2,Sports
No,Yes,Science,Yes,4,5,Yes,No,No,Maybe,3,Sports
Yes,No,Science,Yes,3,5,Yes,Yes,Yes,Maybe,1,Sports
Yes,No,Mathematics,Yes,2,2,Yes,Yes,No,No,2,Sports
Yes,No,Mathematics,No,4,1,Yes,Yes,Yes,No,2,Sports
Yes,No,Science,Yes,3,2,Yes,Yes,No,No,1,Sports
No,Yes,Mathematics,Yes,2,4,Yes,Yes,Yes,Yes,2,Sports
Yes,No,Science,Yes,1,6,Yes,Yes,Yes,Yes,3,Sports
No,No,Mathematics,Yes,2,4,Yes,Yes,Yes,No,1,Sports
No,No,Science,No,4,1,Yes,No,No,No,2,Sports
Yes,No,Science,No,5,6,Yes,Yes,No,Maybe,2,Sports
Yes,No,Mathematics,Yes,5,3,Yes,Yes,No,Maybe,1,Sports
Yes,Yes,Mathematics,No,2,2,Yes,Yes,Yes,Yes,1,Sports
No,Yes,Science,No,2,6,Yes,Yes,No,Yes,3,Sports
Yes,No,Science,Yes,1,3,Yes,No,No,No,3,Sports
Yes,Yes,History/Geography,No,1,3,Yes,Yes,No,Yes,3,Sports
Yes,No,Any language,Yes,5,3,Yes,Yes,Yes,Yes,1,Sports
No,No,Any language,Yes,2,6,Yes,Yes,No,Yes,1,Sports
Yes,No,Science,Yes,3,6,Yes,Yes,No,No,4,Sports
Yes,No,Mathematics,Yes,3,2,Yes,No,No,No,2,Sports
Yes,No,Any language,No,3,3,Yes,Yes,No,Yes,2,Sports
Yes,No,Any language,Yes,3,6,Yes,Yes,No,Yes,1,Sports
Yes,Yes,Any language,No,5,1,Yes,No,Yes,Yes,1,Sports
Yes,No,Mathematics,No,4,3,Yes,Yes,No,Maybe,2,Sports
No,No,Science,No,3,6,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,2,3,Yes,Yes,Yes,No,2,Sports
Yes,No,Mathematics,Yes,3,6,Yes,Yes,No,Yes,4,Sports
No,No,Science,Yes,2,6,Yes,Yes,Yes,No,3,Sports
No,No,Mathematics,Yes,4,2,Yes,Yes,Yes,No,2,Sports
Yes,Yes,Science,No,3,2,Yes,Yes,No,No,3,Sports
Yes,No,Science,Yes,3,3,Yes,Yes,No,Maybe,2,Sports
No,No,Science,No,3,1,Yes,Yes,No,No,2,Sports
Yes,No,Any language,Yes,4,3,Yes,No,No,Yes,4,Sports
Yes,No,Any language,No,3,3,Yes,No,No,Maybe,2,Sports
Yes,Yes,Any language,No,4,3,Yes,No,Yes,Maybe,2,Sports
Yes,No,Mathematics,Yes,3,2,Yes,No,Yes,No,1,Sports
